c5_id,input,prediction_strings,results
19830715043429I,"{'doc_key': 'faa/685_19830715043429I', 'sentences': {0: ['on', 'takeoff', 'heard', 'a', 'noise', 'followed', 'by', 'a', 'vibration', '.'], 1: ['returned', '.'], 2: ['found', 'cowling', 'missing', '.'], 3: ['cowling', 'was', 'not', 'properly', 'secured']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11], 2: [12, 13, 14, 15], 3: [16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (2, 0), 13: (2, 1), 14: (2, 2), 15: (2, 3), 16: (3, 0), 17: (3, 1), 18: (3, 2), 19: (3, 3), 20: (3, 4)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",cowling ## was not properly -> cowling ## missing . | ;;
19830617038439I,"{'doc_key': 'faa/686_19830617038439I', 'sentences': {0: ['engine', 'quit', 'on', 'takeoff', '.'], 1: ['landed', 'straight', 'ahead', 'off', 'end', 'of', 'runway', '.'], 2: ['fuel', 'filter', 'drain', 'partly', 'open', '.'], 3: ['leaking', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16, 17, 18], 3: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5), 11: (1, 6), 12: (1, 7), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3), 17: (2, 4), 18: (2, 5), 19: (3, 0), 20: (3, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830617038439I,"{'doc_key': 'faa/686_19830617038439I', 'sentences': {0: ['engine', 'quit', 'on', 'takeoff', '.'], 1: ['landed', 'straight', 'ahead', 'off', 'end', 'of', 'runway', '.'], 2: ['fuel', 'filter', 'drain', 'partly', 'open', '.'], 3: ['leaking', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16, 17, 18], 3: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5), 11: (1, 6), 12: (1, 7), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3), 17: (2, 4), 18: (2, 5), 19: (3, 0), 20: (3, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830617038439I,"{'doc_key': 'faa/686_19830617038439I', 'sentences': {0: ['engine', 'quit', 'on', 'takeoff', '.'], 1: ['landed', 'straight', 'ahead', 'off', 'end', 'of', 'runway', '.'], 2: ['fuel', 'filter', 'drain', 'partly', 'open', '.'], 3: ['leaking', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16, 17, 18], 3: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5), 11: (1, 6), 12: (1, 7), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3), 17: (2, 4), 18: (2, 5), 19: (3, 0), 20: (3, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830617038439I,"{'doc_key': 'faa/686_19830617038439I', 'sentences': {0: ['engine', 'quit', 'on', 'takeoff', '.'], 1: ['landed', 'straight', 'ahead', 'off', 'end', 'of', 'runway', '.'], 2: ['fuel', 'filter', 'drain', 'partly', 'open', '.'], 3: ['leaking', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8, 9, 10, 11, 12], 2: [13, 14, 15, 16, 17, 18], 3: [19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (1, 4), 10: (1, 5), 11: (1, 6), 12: (1, 7), 13: (2, 0), 14: (2, 1), 15: (2, 2), 16: (2, 3), 17: (2, 4), 18: (2, 5), 19: (3, 0), 20: (3, 1)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830805039289A,"{'doc_key': 'faa/687_19830805039289A', 'sentences': {0: ['pilot', 'aborted', 'takeoff', 'but', 'aircraft', 'ran', 'off', 'the', 'end', 'of', 'runway', '.'], 1: ['witness', 'stated', 'trim', 'set', 'full', 'nose', 'down', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 1: [12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (1, 0), 13: (1, 1), 14: (1, 2), 15: (1, 3), 16: (1, 4), 17: (1, 5), 18: (1, 6), 19: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830805039289A,"{'doc_key': 'faa/687_19830805039289A', 'sentences': {0: ['pilot', 'aborted', 'takeoff', 'but', 'aircraft', 'ran', 'off', 'the', 'end', 'of', 'runway', '.'], 1: ['witness', 'stated', 'trim', 'set', 'full', 'nose', 'down', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], 1: [12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (0, 10), 11: (0, 11), 12: (1, 0), 13: (1, 1), 14: (1, 2), 15: (1, 3), 16: (1, 4), 17: (1, 5), 18: (1, 6), 19: (1, 7)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830623026739A,"{'doc_key': 'faa/688_19830623026739A', 'sentences': {0: ['unable', 'to', 'use', 'forward', 'cyclic', 'on', 'takeoff', '.'], 1: ['lowered', 'collective', '.'], 2: ['crash', 'landed', '.'], 3: ['cyclic', 'retention', 'cap', 'blocked', 'by', 'litter', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10], 2: [11, 12, 13], 3: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (2, 0), 12: (2, 1), 13: (2, 2), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (3, 3), 18: (3, 4), 19: (3, 5), 20: (3, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830623026739A,"{'doc_key': 'faa/688_19830623026739A', 'sentences': {0: ['unable', 'to', 'use', 'forward', 'cyclic', 'on', 'takeoff', '.'], 1: ['lowered', 'collective', '.'], 2: ['crash', 'landed', '.'], 3: ['cyclic', 'retention', 'cap', 'blocked', 'by', 'litter', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10], 2: [11, 12, 13], 3: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (2, 0), 12: (2, 1), 13: (2, 2), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (3, 3), 18: (3, 4), 19: (3, 5), 20: (3, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830623026739A,"{'doc_key': 'faa/688_19830623026739A', 'sentences': {0: ['unable', 'to', 'use', 'forward', 'cyclic', 'on', 'takeoff', '.'], 1: ['lowered', 'collective', '.'], 2: ['crash', 'landed', '.'], 3: ['cyclic', 'retention', 'cap', 'blocked', 'by', 'litter', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10], 2: [11, 12, 13], 3: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (2, 0), 12: (2, 1), 13: (2, 2), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (3, 3), 18: (3, 4), 19: (3, 5), 20: (3, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830623026739A,"{'doc_key': 'faa/688_19830623026739A', 'sentences': {0: ['unable', 'to', 'use', 'forward', 'cyclic', 'on', 'takeoff', '.'], 1: ['lowered', 'collective', '.'], 2: ['crash', 'landed', '.'], 3: ['cyclic', 'retention', 'cap', 'blocked', 'by', 'litter', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7], 1: [8, 9, 10], 2: [11, 12, 13], 3: [14, 15, 16, 17, 18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (1, 0), 9: (1, 1), 10: (1, 2), 11: (2, 0), 12: (2, 1), 13: (2, 2), 14: (3, 0), 15: (3, 1), 16: (3, 2), 17: (3, 3), 18: (3, 4), 19: (3, 5), 20: (3, 6)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830803044649I,"{'doc_key': 'faa/689_19830803044649I', 'sentences': {0: ['no', 'airspeed', 'on', 'departure', '.'], 1: ['continued', 'to', 'destination', '.'], 2: ['faa', 'ramp', 'check', 'showed', 'pitot', 'plugged', 'with', 'mud', '.'], 3: ['no', 'biennial', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17], 3: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (3, 0), 19: (3, 1), 20: (3, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830803044649I,"{'doc_key': 'faa/689_19830803044649I', 'sentences': {0: ['no', 'airspeed', 'on', 'departure', '.'], 1: ['continued', 'to', 'destination', '.'], 2: ['faa', 'ramp', 'check', 'showed', 'pitot', 'plugged', 'with', 'mud', '.'], 3: ['no', 'biennial', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17], 3: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (3, 0), 19: (3, 1), 20: (3, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]'}",None [+ E]
19830803044649I,"{'doc_key': 'faa/689_19830803044649I', 'sentences': {0: ['no', 'airspeed', 'on', 'departure', '.'], 1: ['continued', 'to', 'destination', '.'], 2: ['faa', 'ramp', 'check', 'showed', 'pitot', 'plugged', 'with', 'mud', '.'], 3: ['no', 'biennial', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17], 3: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (3, 0), 19: (3, 1), 20: (3, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830803044649I,"{'doc_key': 'faa/689_19830803044649I', 'sentences': {0: ['no', 'airspeed', 'on', 'departure', '.'], 1: ['continued', 'to', 'destination', '.'], 2: ['faa', 'ramp', 'check', 'showed', 'pitot', 'plugged', 'with', 'mud', '.'], 3: ['no', 'biennial', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4], 1: [5, 6, 7, 8], 2: [9, 10, 11, 12, 13, 14, 15, 16, 17], 3: [18, 19, 20]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (1, 0), 6: (1, 1), 7: (1, 2), 8: (1, 3), 9: (2, 0), 10: (2, 1), 11: (2, 2), 12: (2, 3), 13: (2, 4), 14: (2, 5), 15: (2, 6), 16: (2, 7), 17: (2, 8), 18: (3, 0), 19: (3, 1), 20: (3, 2)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]', 2: 'None [+ E]', 3: 'None [+ E]'}",None [+ E]
19830617025809A,"{'doc_key': 'faa/690_19830617025809A', 'sentences': {0: ['departed', 'loading', 'platform', 'with', 'a', 'loading', 'hose', 'still', 'attached', '.'], 1: ['caused', 'tail', 'rotor', 'then', 'main', 'rotors', 'to', 'strike', 'ground', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11, 12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (1, 2), 13: (1, 3), 14: (1, 4), 15: (1, 5), 16: (1, 6), 17: (1, 7), 18: (1, 8), 19: (1, 9)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830617025809A,"{'doc_key': 'faa/690_19830617025809A', 'sentences': {0: ['departed', 'loading', 'platform', 'with', 'a', 'loading', 'hose', 'still', 'attached', '.'], 1: ['caused', 'tail', 'rotor', 'then', 'main', 'rotors', 'to', 'strike', 'ground', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [10, 11, 12, 13, 14, 15, 16, 17, 18, 19]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (0, 6), 7: (0, 7), 8: (0, 8), 9: (0, 9), 10: (1, 0), 11: (1, 1), 12: (1, 2), 13: (1, 3), 14: (1, 4), 15: (1, 5), 16: (1, 6), 17: (1, 7), 18: (1, 8), 19: (1, 9)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830530059049A,"{'doc_key': 'faa/691_19830530059049A', 'sentences': {0: ['tow', 'bar', 'attached', 'on', 'takeoff', '.'], 1: ['began', '23', 'landing', 'with', 'front', 'engine', 'feathered', 'then', 'tried', 'to', 'go', 'around', 'due', 'to', 'tailwind', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (1, 9), 16: (1, 10), 17: (1, 11), 18: (1, 12), 19: (1, 13), 20: (1, 14), 21: (1, 15)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
19830530059049A,"{'doc_key': 'faa/691_19830530059049A', 'sentences': {0: ['tow', 'bar', 'attached', 'on', 'takeoff', '.'], 1: ['began', '23', 'landing', 'with', 'front', 'engine', 'feathered', 'then', 'tried', 'to', 'go', 'around', 'due', 'to', 'tailwind', '.']}, 'token_maps': {0: [0, 1, 2, 3, 4, 5], 1: [6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]}, 'tid_to_word_idx': {0: (0, 0), 1: (0, 1), 2: (0, 2), 3: (0, 3), 4: (0, 4), 5: (0, 5), 6: (1, 0), 7: (1, 1), 8: (1, 2), 9: (1, 3), 10: (1, 4), 11: (1, 5), 12: (1, 6), 13: (1, 7), 14: (1, 8), 15: (1, 9), 16: (1, 10), 17: (1, 11), 18: (1, 12), 19: (1, 13), 20: (1, 14), 21: (1, 15)}, 'speakers': [(0, '_'), (1, '_'), (2, '_'), (3, '_'), (4, '_'), (5, '_'), (6, '_'), (7, '_'), (8, '_'), (9, '_'), (10, '_'), (11, '_'), (12, '_'), (13, '_'), (14, '_'), (15, '_'), (16, '_'), (17, '_'), (18, '_'), (19, '_'), (20, '_'), (21, '_')], 'genres': ['fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa', 'fa']}","{0: '', 1: 'None [+ E]'}",None [+ E]
