c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19980216001219A,LOST POWER BOTH ENGINES. DESTOYED LANDING. HAD KNOWN MECH PROBLEMS. FAILED FEATHER. STALLED. FUEL PUMPS INOP. (-23),[],"[('FUEL PUMPS INOP', 'ORG')]","[('LOST', 'VERB'), ('POWER', 'NOUN'), ('BOTH', 'DET'), ('ENGINES', 'NOUN'), ('.', 'PUNCT'), ('DESTOYED', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('HAD', 'VERB'), ('KNOWN', 'VERB'), ('MECH', 'PROPN'), ('PROBLEMS', 'PROPN'), ('.', 'PUNCT'), ('FAILED', 'VERB'), ('FEATHER', 'PROPN'), ('.', 'PUNCT'), ('STALLED', 'VERB'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('PUMPS', 'PROPN'), ('INOP', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('-23', 'NOUN'), (')', 'PUNCT')]","['lose', 'power', 'both', 'engine', '.', 'DESTOYED', 'landing', '.', 'have', 'know', 'MECH', 'PROBLEMS', '.', 'fail', 'FEATHER', '.', 'stall', '.', 'fuel', 'PUMPS', 'INOP', '.', '(', '-23', ')']","[('LOST', 'ROOT', 'LOST'), ('POWER', 'nmod', 'ENGINES'), ('BOTH', 'pobj', 'POWER'), ('ENGINES', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('DESTOYED', 'compound', 'LANDING'), ('LANDING', 'ROOT', 'LANDING'), ('.', 'punct', 'LANDING'), ('HAD', 'aux', 'KNOWN'), ('KNOWN', 'ROOT', 'KNOWN'), ('MECH', 'compound', 'PROBLEMS'), ('PROBLEMS', 'dobj', 'KNOWN'), ('.', 'punct', 'KNOWN'), ('FAILED', 'compound', 'FEATHER'), ('FEATHER', 'ROOT', 'FEATHER'), ('.', 'punct', 'FEATHER'), ('STALLED', 'ROOT', 'STALLED'), ('.', 'punct', 'STALLED'), ('FUEL', 'nsubj', 'PUMPS'), ('PUMPS', 'ROOT', 'PUMPS'), ('INOP', 'dobj', 'PUMPS'), ('.', 'punct', 'PUMPS'), ('(', 'punct', '-23'), ('-23', 'ROOT', '-23'), (')', 'punct', '-23')]",-0.5,[]
19970727019809A,DOOR OPENED ON CLIMBOUT. BECAME DISTRUBED BELEIVING EMERGENCY. LANDED SHORT. SHEARED GEAR. SLID INTO TREE. (.4)BEFO,[],"[('TREE', 'ORG')]","[('DOOR', 'NOUN'), ('OPENED', 'VERB'), ('ON', 'ADP'), ('CLIMBOUT', 'PROPN'), ('.', 'PUNCT'), ('BECAME', 'VERB'), ('DISTRUBED', 'PROPN'), ('BELEIVING', 'PROPN'), ('EMERGENCY', 'NOUN'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('SHORT', 'ADJ'), ('.', 'PUNCT'), ('SHEARED', 'PROPN'), ('GEAR', 'PROPN'), ('.', 'PUNCT'), ('SLID', 'VERB'), ('INTO', 'ADP'), ('TREE', 'PROPN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4)BEFO', 'PUNCT')]","['door', 'open', 'on', 'CLIMBOUT', '.', 'become', 'DISTRUBED', 'BELEIVING', 'emergency', '.', 'land', 'short', '.', 'SHEARED', 'GEAR', '.', 'slide', 'into', 'TREE', '.', '(', '.4)BEFO']","[('DOOR', 'nsubj', 'OPENED'), ('OPENED', 'ROOT', 'OPENED'), ('ON', 'prep', 'OPENED'), ('CLIMBOUT', 'pobj', 'ON'), ('.', 'punct', 'OPENED'), ('BECAME', 'ROOT', 'BECAME'), ('DISTRUBED', 'compound', 'EMERGENCY'), ('BELEIVING', 'compound', 'EMERGENCY'), ('EMERGENCY', 'attr', 'BECAME'), ('.', 'punct', 'BECAME'), ('LANDED', 'advmod', 'SHORT'), ('SHORT', 'ROOT', 'SHORT'), ('.', 'punct', 'SHORT'), ('SHEARED', 'compound', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('.', 'punct', 'GEAR'), ('SLID', 'ROOT', 'SLID'), ('INTO', 'prep', 'SLID'), ('TREE', 'pobj', 'INTO'), ('.', 'punct', 'SLID'), ('(', 'ROOT', '('), ('.4)BEFO', 'punct', '(')]",0.0,[]
19980319013279A,V1 ROTATION PREMATURE. STALLED IMPACTED. SLIDE OFF RWY. ATTEMPT DEPART R ENGINE INOP NOT SIC. POSSIBLE ILLEGAL OPS.,[],"[('SIC', 'ORG')]","[('V1', 'PUNCT'), ('ROTATION', 'NOUN'), ('PREMATURE', 'ADJ'), ('.', 'PUNCT'), ('STALLED', 'VERB'), ('IMPACTED', 'PROPN'), ('.', 'PUNCT'), ('SLIDE', 'VERB'), ('OFF', 'ADP'), ('RWY', 'PROPN'), ('.', 'PUNCT'), ('ATTEMPT', 'VERB'), ('DEPART', 'PROPN'), ('R', 'NOUN'), ('ENGINE', 'NOUN'), ('INOP', 'PROPN'), ('NOT', 'ADV'), ('SIC', 'PROPN'), ('.', 'PUNCT'), ('POSSIBLE', 'ADJ'), ('ILLEGAL', 'ADJ'), ('OPS', 'NOUN'), ('.', 'PUNCT')]","['V1', 'rotation', 'premature', '.', 'stall', 'IMPACTED', '.', 'slide', 'off', 'RWY', '.', 'attempt', 'DEPART', 'r', 'engine', 'INOP', 'not', 'SIC', '.', 'possible', 'illegal', 'op', '.']","[('V1', 'compound', 'ROTATION'), ('ROTATION', 'ROOT', 'ROTATION'), ('PREMATURE', 'advmod', 'ROTATION'), ('.', 'punct', 'ROTATION'), ('STALLED', 'nsubj', 'IMPACTED'), ('IMPACTED', 'ROOT', 'IMPACTED'), ('.', 'punct', 'IMPACTED'), ('SLIDE', 'ROOT', 'SLIDE'), ('OFF', 'prep', 'SLIDE'), ('RWY', 'pobj', 'OFF'), ('.', 'punct', 'SLIDE'), ('ATTEMPT', 'ROOT', 'ATTEMPT'), ('DEPART', 'compound', 'ENGINE'), ('R', 'compound', 'ENGINE'), ('ENGINE', 'ROOT', 'ENGINE'), ('INOP', 'ROOT', 'INOP'), ('NOT', 'neg', 'SIC'), ('SIC', 'ROOT', 'SIC'), ('.', 'punct', 'SIC'), ('POSSIBLE', 'amod', 'OPS'), ('ILLEGAL', 'compound', 'OPS'), ('OPS', 'ROOT', 'OPS'), ('.', 'punct', 'OPS')]",-0.25,[]
19970731020559A,SMOKE IN COCKPIT RETURNING TO BASE PILOT PANICKED. CRASH LANDED. APPARENTLY ACTIVATED THE WIND CHECK SMOKER.       ,[],[],"[('SMOKE', 'VERB'), ('IN', 'ADP'), ('COCKPIT', 'NOUN'), ('RETURNING', 'VERB'), ('TO', 'ADP'), ('BASE', 'PROPN'), ('PILOT', 'PROPN'), ('PANICKED', 'PROPN'), ('.', 'PUNCT'), ('CRASH', 'PROPN'), ('LANDED', 'VERB'), ('.', 'PUNCT'), ('APPARENTLY', 'VERB'), ('ACTIVATED', 'ADV'), ('THE', 'DET'), ('WIND', 'NOUN'), ('CHECK', 'VERB'), ('SMOKER', 'PROPN'), ('.', 'PUNCT'), ('      ', 'SPACE')]","['smoke', 'in', 'cockpit', 'return', 'to', 'BASE', 'PILOT', 'PANICKED', '.', 'CRASH', 'land', '.', 'APPARENTLY', 'activated', 'the', 'wind', 'check', 'SMOKER', '.', '      ']","[('SMOKE', 'nsubj', 'RETURNING'), ('IN', 'prep', 'SMOKE'), ('COCKPIT', 'pobj', 'IN'), ('RETURNING', 'ROOT', 'RETURNING'), ('TO', 'prep', 'RETURNING'), ('BASE', 'compound', 'PILOT'), ('PILOT', 'pobj', 'TO'), ('PANICKED', 'advmod', 'RETURNING'), ('.', 'punct', 'RETURNING'), ('CRASH', 'compound', 'LANDED'), ('LANDED', 'ROOT', 'LANDED'), ('.', 'punct', 'LANDED'), ('APPARENTLY', 'ROOT', 'APPARENTLY'), ('ACTIVATED', 'oprd', 'APPARENTLY'), ('THE', 'det', 'SMOKER'), ('WIND', 'compound', 'CHECK'), ('CHECK', 'compound', 'SMOKER'), ('SMOKER', 'oprd', 'APPARENTLY'), ('.', 'punct', 'APPARENTLY'), ('      ', '', '.')]",-0.375,[]
19980322004029A,THRU A ROD ON CLIMBOUT. SMOKE FIRE. PILOT OVERCOME BY SMOKE. STALL SPIN AND BURNED ON IMPACT. OUT OF CG UNAIRWORTH ,[],"[('THRU', 'ORG')]","[('THRU', 'ADP'), ('A', 'DET'), ('ROD', 'NOUN'), ('ON', 'ADP'), ('CLIMBOUT', 'PROPN'), ('.', 'PUNCT'), ('SMOKE', 'NOUN'), ('FIRE', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('OVERCOME', 'VERB'), ('BY', 'ADP'), ('SMOKE', 'NOUN'), ('.', 'PUNCT'), ('STALL', 'PROPN'), ('SPIN', 'PROPN'), ('AND', 'CCONJ'), ('BURNED', 'VERB'), ('ON', 'ADP'), ('IMPACT', 'PROPN'), ('.', 'PUNCT'), ('OUT', 'ADP'), ('OF', 'ADP'), ('CG', 'NOUN'), ('UNAIRWORTH', 'PROPN')]","['thru', 'a', 'rod', 'on', 'CLIMBOUT', '.', 'smoke', 'fire', '.', 'pilot', 'OVERCOME', 'by', 'smoke', '.', 'STALL', 'SPIN', 'and', 'burn', 'on', 'IMPACT', '.', 'out', 'of', 'cg', 'UNAIRWORTH']","[('THRU', 'ROOT', 'THRU'), ('A', 'det', 'CLIMBOUT'), ('ROD', 'compound', 'CLIMBOUT'), ('ON', 'compound', 'CLIMBOUT'), ('CLIMBOUT', 'pobj', 'THRU'), ('.', 'punct', 'THRU'), ('SMOKE', 'compound', 'FIRE'), ('FIRE', 'ROOT', 'FIRE'), ('.', 'punct', 'FIRE'), ('PILOT', 'nsubj', 'OVERCOME'), ('OVERCOME', 'ROOT', 'OVERCOME'), ('BY', 'prep', 'OVERCOME'), ('SMOKE', 'pobj', 'BY'), ('.', 'punct', 'OVERCOME'), ('STALL', 'compound', 'SPIN'), ('SPIN', 'ROOT', 'SPIN'), ('AND', 'cc', 'SPIN'), ('BURNED', 'conj', 'SPIN'), ('ON', 'prep', 'BURNED'), ('IMPACT', 'pobj', 'ON'), ('.', 'punct', 'SPIN'), ('OUT', 'ROOT', 'OUT'), ('OF', 'prep', 'OUT'), ('CG', 'compound', 'UNAIRWORTH'), ('UNAIRWORTH', 'pobj', 'OF')]",0.0,[]
19970810027479I,NARRATIVE: PILOT FUELED AIRCRAFT AND PLACED FUEL SELECTOR ON LEFT TANK. PILOT BOARDED HIS TWO DOGS AND UPON HIS ENT,"[PILOT: [PILOT, HIS, HIS]]","[('TWO', 'CARDINAL')]","[('NARRATIVE', 'NOUN'), (':', 'PUNCT'), ('PILOT', 'NOUN'), ('FUELED', 'NOUN'), ('AIRCRAFT', 'PROPN'), ('AND', 'CCONJ'), ('PLACED', 'VERB'), ('FUEL', 'NOUN'), ('SELECTOR', 'NOUN'), ('ON', 'ADP'), ('LEFT', 'PROPN'), ('TANK', 'PROPN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('BOARDED', 'VERB'), ('HIS', 'DET'), ('TWO', 'NUM'), ('DOGS', 'NOUN'), ('AND', 'CCONJ'), ('UPON', 'ADP'), ('HIS', 'DET'), ('ENT', 'PROPN')]","['narrative', ':', 'pilot', 'FUELED', 'AIRCRAFT', 'and', 'place', 'fuel', 'selector', 'on', 'LEFT', 'TANK', '.', 'pilot', 'board', 'his', 'two', 'dog', 'and', 'upon', 'his', 'ENT']","[('NARRATIVE', 'ROOT', 'NARRATIVE'), (':', 'punct', 'NARRATIVE'), ('PILOT', 'compound', 'AIRCRAFT'), ('FUELED', 'compound', 'AIRCRAFT'), ('AIRCRAFT', 'ROOT', 'AIRCRAFT'), ('AND', 'cc', 'AIRCRAFT'), ('PLACED', 'ROOT', 'PLACED'), ('FUEL', 'compound', 'SELECTOR'), ('SELECTOR', 'compound', 'TANK'), ('ON', 'compound', 'TANK'), ('LEFT', 'compound', 'TANK'), ('TANK', 'dobj', 'PLACED'), ('.', 'punct', 'PLACED'), ('PILOT', 'nsubj', 'BOARDED'), ('BOARDED', 'ROOT', 'BOARDED'), ('HIS', 'poss', 'DOGS'), ('TWO', 'nummod', 'DOGS'), ('DOGS', 'dobj', 'BOARDED'), ('AND', 'cc', 'UPON'), ('UPON', 'ROOT', 'UPON'), ('HIS', 'poss', 'ENT'), ('ENT', 'pobj', 'UPON')]",0.0,"[[[-1, -1], [15, 15]]]"
19980409012039I,NARRATIVE: UPON LANDING AIRCRAFT PILOT LOST CONTROL (UNKNOWN REASON) AND RECOVERY POSITIONED AIRCRAFT PERPENDICULAR,[],"[('LANDING AIRCRAFT PILOT LOST CONTROL', 'ORG')]","[('NARRATIVE', 'NOUN'), (':', 'PUNCT'), ('UPON', 'ADP'), ('LANDING', 'PROPN'), ('AIRCRAFT', 'PROPN'), ('PILOT', 'NOUN'), ('LOST', 'VERB'), ('CONTROL', 'NOUN'), ('(', 'PUNCT'), ('UNKNOWN', 'PROPN'), ('REASON', 'PROPN'), (')', 'PUNCT'), ('AND', 'CCONJ'), ('RECOVERY', 'NOUN'), ('POSITIONED', 'PROPN'), ('AIRCRAFT', 'NOUN'), ('PERPENDICULAR', 'ADJ')]","['narrative', ':', 'upon', 'LANDING', 'AIRCRAFT', 'pilot', 'lose', 'control', '(', 'UNKNOWN', 'REASON', ')', 'and', 'recovery', 'POSITIONED', 'aircraft', 'perpendicular']","[('NARRATIVE', 'ROOT', 'NARRATIVE'), (':', 'punct', 'NARRATIVE'), ('UPON', 'ROOT', 'UPON'), ('LANDING', 'compound', 'PILOT'), ('AIRCRAFT', 'compound', 'PILOT'), ('PILOT', 'pobj', 'UPON'), ('LOST', 'compound', 'CONTROL'), ('CONTROL', 'pobj', 'UPON'), ('(', 'punct', 'REASON'), ('UNKNOWN', 'amod', 'REASON'), ('REASON', 'appos', 'CONTROL'), (')', 'punct', 'REASON'), ('AND', 'cc', 'POSITIONED'), ('RECOVERY', 'compound', 'POSITIONED'), ('POSITIONED', 'ROOT', 'POSITIONED'), ('AIRCRAFT', 'compound', 'PERPENDICULAR'), ('PERPENDICULAR', 'dobj', 'POSITIONED')]",-0.1,[]
19970811028149I,GROUND LOOPED TO LEFT LANDING. FOLDED RIGHT GEAR. WING TIP HIT. PILOT ACCIDENTLY PULLED BRAKE ON INSTEAD CARB HEAT.,[],[],"[('GROUND', 'NOUN'), ('LOOPED', 'VERB'), ('TO', 'ADP'), ('LEFT', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('FOLDED', 'VERB'), ('RIGHT', 'PROPN'), ('GEAR', 'NOUN'), ('.', 'PUNCT'), ('WING', 'NOUN'), ('TIP', 'NOUN'), ('HIT', 'NOUN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('ACCIDENTLY', 'VERB'), ('PULLED', 'VERB'), ('BRAKE', 'PROPN'), ('ON', 'ADP'), ('INSTEAD', 'ADV'), ('CARB', 'PROPN'), ('HEAT', 'NOUN'), ('.', 'PUNCT')]","['ground', 'loop', 'to', 'LEFT', 'landing', '.', 'fold', 'RIGHT', 'gear', '.', 'wing', 'tip', 'hit', '.', 'pilot', 'ACCIDENTLY', 'pull', 'BRAKE', 'on', 'instead', 'CARB', 'heat', '.']","[('GROUND', 'nsubj', 'LOOPED'), ('LOOPED', 'ROOT', 'LOOPED'), ('TO', 'prep', 'LOOPED'), ('LEFT', 'compound', 'LANDING'), ('LANDING', 'pobj', 'TO'), ('.', 'punct', 'LOOPED'), ('FOLDED', 'ROOT', 'FOLDED'), ('RIGHT', 'advmod', 'GEAR'), ('GEAR', 'dobj', 'FOLDED'), ('.', 'punct', 'FOLDED'), ('WING', 'compound', 'HIT'), ('TIP', 'compound', 'HIT'), ('HIT', 'ROOT', 'HIT'), ('.', 'punct', 'HIT'), ('PILOT', 'nsubj', 'PULLED'), ('ACCIDENTLY', 'advmod', 'PULLED'), ('PULLED', 'ROOT', 'PULLED'), ('BRAKE', 'compound', 'ON'), ('ON', 'dobj', 'PULLED'), ('INSTEAD', 'advmod', 'HEAT'), ('CARB', 'compound', 'HEAT'), ('HEAT', 'ROOT', 'HEAT'), ('.', 'punct', 'HEAT')]",0.1428571428571428,[]
19980415008799I,"NARRATIVE: AT THE DIRECTION OF AIR TRAFFIC CONTROL (ATC), THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE AT RUNWA",[],"[('ATC', 'ORG'), ('THE AIRCRAFT WAS HOLDING FOR DEPARTURE CLEARANCE', 'ORG'), ('RUNWA', 'FAC')]","[('NARRATIVE', 'NOUN'), (':', 'PUNCT'), ('AT', 'ADP'), ('THE', 'DET'), ('DIRECTION', 'PROPN'), ('OF', 'ADP'), ('AIR', 'PROPN'), ('TRAFFIC', 'PROPN'), ('CONTROL', 'PROPN'), ('(', 'PUNCT'), ('ATC', 'PROPN'), (')', 'PUNCT'), (',', 'PUNCT'), ('THE', 'DET'), ('AIRCRAFT', 'NOUN'), ('WAS', 'VERB'), ('HOLDING', 'VERB'), ('FOR', 'ADP'), ('DEPARTURE', 'PROPN'), ('CLEARANCE', 'NOUN'), ('AT', 'ADP'), ('RUNWA', 'PROPN')]","['narrative', ':', 'at', 'the', 'DIRECTION', 'of', 'AIR', 'TRAFFIC', 'CONTROL', '(', 'ATC', ')', ',', 'the', 'aircraft', 'be', 'hold', 'for', 'DEPARTURE', 'clearance', 'at', 'RUNWA']","[('NARRATIVE', 'ROOT', 'NARRATIVE'), (':', 'punct', 'NARRATIVE'), ('AT', 'prep', 'WAS'), ('THE', 'det', 'DIRECTION'), ('DIRECTION', 'pobj', 'AT'), ('OF', 'prep', 'DIRECTION'), ('AIR', 'compound', 'CONTROL'), ('TRAFFIC', 'compound', 'CONTROL'), ('CONTROL', 'pobj', 'OF'), ('(', 'punct', 'CONTROL'), ('ATC', 'appos', 'CONTROL'), (')', 'punct', 'CONTROL'), (',', 'punct', 'WAS'), ('THE', 'det', 'AIRCRAFT'), ('AIRCRAFT', 'nsubj', 'WAS'), ('WAS', 'ROOT', 'WAS'), ('HOLDING', 'acomp', 'WAS'), ('FOR', 'prep', 'HOLDING'), ('DEPARTURE', 'compound', 'CLEARANCE'), ('CLEARANCE', 'pobj', 'FOR'), ('AT', 'ROOT', 'AT'), ('RUNWA', 'pobj', 'AT')]",0.0,[]
19980421014779I,LOST POWER DURING DUAL STALLS. PROP STOPPED. UNABLE ROTATE. LANDED ROUGH FIELD. RIGHT GEAR BROKE. NO STC AUTO FUEL.,[],"[('ROTATE', 'ORG'), ('STC AUTO', 'ORG')]","[('LOST', 'VERB'), ('POWER', 'NOUN'), ('DURING', 'ADP'), ('DUAL', 'PROPN'), ('STALLS', 'PROPN'), ('.', 'PUNCT'), ('PROP', 'NOUN'), ('STOPPED', 'VERB'), ('.', 'PUNCT'), ('UNABLE', 'ADV'), ('ROTATE', 'VERB'), ('.', 'PUNCT'), ('LANDED', 'VERB'), ('ROUGH', 'ADJ'), ('FIELD', 'PROPN'), ('.', 'PUNCT'), ('RIGHT', 'PROPN'), ('GEAR', 'NOUN'), ('BROKE', 'VERB'), ('.', 'PUNCT'), ('NO', 'DET'), ('STC', 'PROPN'), ('AUTO', 'PROPN'), ('FUEL', 'NOUN'), ('.', 'PUNCT')]","['lose', 'power', 'during', 'DUAL', 'STALLS', '.', 'prop', 'stop', '.', 'unable', 'rotate', '.', 'land', 'rough', 'FIELD', '.', 'RIGHT', 'gear', 'break', '.', 'no', 'STC', 'AUTO', 'fuel', '.']","[('LOST', 'ROOT', 'LOST'), ('POWER', 'dobj', 'LOST'), ('DURING', 'prep', 'LOST'), ('DUAL', 'amod', 'STALLS'), ('STALLS', 'pobj', 'DURING'), ('.', 'punct', 'LOST'), ('PROP', 'nsubj', 'STOPPED'), ('STOPPED', 'ROOT', 'STOPPED'), ('.', 'punct', 'STOPPED'), ('UNABLE', 'ROOT', 'UNABLE'), ('ROTATE', 'xcomp', 'UNABLE'), ('.', 'punct', 'ROTATE'), ('LANDED', 'ROOT', 'LANDED'), ('ROUGH', 'amod', 'FIELD'), ('FIELD', 'pobj', 'LANDED'), ('.', 'punct', 'LANDED'), ('RIGHT', 'amod', 'BROKE'), ('GEAR', 'compound', 'BROKE'), ('BROKE', 'ROOT', 'BROKE'), ('.', 'punct', 'BROKE'), ('NO', 'det', 'FUEL'), ('STC', 'compound', 'FUEL'), ('AUTO', 'compound', 'FUEL'), ('FUEL', 'ROOT', 'FUEL'), ('.', 'punct', 'FUEL')]",-0.1047619047619047,[]
19970813034319I,"NARRATIVE: PILOT REPORTED ENGINE SPUTTERED AND QUIT ON APPROACH TO ANOKA, MN AIRPORT. TRIED RESTARTING WITH NO EFFE",[],"[('ANOKA', 'GPE'), ('MN AIRPORT', 'FAC')]","[('NARRATIVE', 'NOUN'), (':', 'PUNCT'), ('PILOT', 'NOUN'), ('REPORTED', 'VERB'), ('ENGINE', 'NOUN'), ('SPUTTERED', 'VERB'), ('AND', 'CCONJ'), ('QUIT', 'PROPN'), ('ON', 'ADP'), ('APPROACH', 'PROPN'), ('TO', 'ADP'), ('ANOKA', 'PROPN'), (',', 'PUNCT'), ('MN', 'PROPN'), ('AIRPORT', 'PROPN'), ('.', 'PUNCT'), ('TRIED', 'VERB'), ('RESTARTING', 'VERB'), ('WITH', 'ADP'), ('NO', 'DET'), ('EFFE', 'PROPN')]","['narrative', ':', 'pilot', 'report', 'engine', 'sputter', 'and', 'QUIT', 'on', 'APPROACH', 'to', 'ANOKA', ',', 'MN', 'AIRPORT', '.', 'try', 'restart', 'with', 'no', 'EFFE']","[('NARRATIVE', 'ROOT', 'NARRATIVE'), (':', 'punct', 'NARRATIVE'), ('PILOT', 'nsubj', 'REPORTED'), ('REPORTED', 'ROOT', 'REPORTED'), ('ENGINE', 'compound', 'SPUTTERED'), ('SPUTTERED', 'ccomp', 'REPORTED'), ('AND', 'cc', 'REPORTED'), ('QUIT', 'conj', 'REPORTED'), ('ON', 'compound', 'APPROACH'), ('APPROACH', 'dobj', 'QUIT'), ('TO', 'prep', 'APPROACH'), ('ANOKA', 'pobj', 'TO'), (',', 'punct', 'ANOKA'), ('MN', 'compound', 'AIRPORT'), ('AIRPORT', 'appos', 'ANOKA'), ('.', 'punct', 'REPORTED'), ('TRIED', 'ROOT', 'TRIED'), ('RESTARTING', 'xcomp', 'TRIED'), ('WITH', 'prep', 'RESTARTING'), ('NO', 'det', 'EFFE'), ('EFFE', 'pobj', 'WITH')]",0.0,[]
19980426007599A,DEPARTED WITH CONTROL LOCKS ENGAGED. LOST CONTROL. (.4)A WITNESS OBSERVED THE AIRPLANE DEPART RUNWAY 5 AND CLIMB AT,[],"[('CONTROL', 'ORG'), ('5', 'CARDINAL')]","[('DEPARTED', 'VERB'), ('WITH', 'ADP'), ('CONTROL', 'PROPN'), ('LOCKS', 'PROPN'), ('ENGAGED', 'PROPN'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('CONTROL', 'NOUN'), ('.', 'PUNCT'), ('(', 'PUNCT'), ('.4)A', 'PUNCT'), ('WITNESS', 'NOUN'), ('OBSERVED', 'ADP'), ('THE', 'DET'), ('AIRPLANE', 'NOUN'), ('DEPART', 'PROPN'), ('RUNWAY', 'PROPN'), ('5', 'NUM'), ('AND', 'CCONJ'), ('CLIMB', 'VERB'), ('AT', 'ADP')]","['depart', 'with', 'CONTROL', 'LOCKS', 'ENGAGED', '.', 'lose', 'control', '.', '(', '.4)A', 'witness', 'observed', 'the', 'airplane', 'DEPART', 'RUNWAY', '5', 'and', 'climb', 'at']","[('DEPARTED', 'ROOT', 'DEPARTED'), ('WITH', 'mark', 'ENGAGED'), ('CONTROL', 'compound', 'LOCKS'), ('LOCKS', 'nsubj', 'ENGAGED'), ('ENGAGED', 'advcl', 'DEPARTED'), ('.', 'punct', 'DEPARTED'), ('LOST', 'ROOT', 'LOST'), ('CONTROL', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('(', 'punct', 'OBSERVED'), ('.4)A', 'compound', 'WITNESS'), ('WITNESS', 'nsubj', 'OBSERVED'), ('OBSERVED', 'ROOT', 'OBSERVED'), ('THE', 'det', 'AIRPLANE'), ('AIRPLANE', 'compound', 'DEPART'), ('DEPART', 'ccomp', 'OBSERVED'), ('RUNWAY', 'dobj', 'DEPART'), ('5', 'nummod', 'RUNWAY'), ('AND', 'cc', 'DEPART'), ('CLIMB', 'conj', 'DEPART'), ('AT', 'advmod', 'CLIMB')]",0.0,[]
19970817030449A,RAN OUT OF FUEL EN ROUTE DUE SIPHONING FROM RIGHT FUEL TANK CAP. STRUCK A TRUCK LANDING ON A HIGHWAY. CAP NOT SECUR,"[RIGHT FUEL TANK CAP: [RIGHT FUEL TANK CAP, CAP]]",[],"[('RAN', 'VERB'), ('OUT', 'ADV'), ('OF', 'ADP'), ('FUEL', 'PROPN'), ('EN', 'PROPN'), ('ROUTE', 'NOUN'), ('DUE', 'ADJ'), ('SIPHONING', 'NOUN'), ('FROM', 'ADP'), ('RIGHT', 'PROPN'), ('FUEL', 'PROPN'), ('TANK', 'PROPN'), ('CAP', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('A', 'DET'), ('TRUCK', 'NOUN'), ('LANDING', 'NOUN'), ('ON', 'ADP'), ('A', 'DET'), ('HIGHWAY', 'PROPN'), ('.', 'PUNCT'), ('CAP', 'PROPN'), ('NOT', 'ADV'), ('SECUR', 'PROPN')]","['run', 'out', 'of', 'FUEL', 'EN', 'route', 'due', 'siphoning', 'from', 'RIGHT', 'FUEL', 'TANK', 'CAP', '.', 'strike', 'a', 'truck', 'landing', 'on', 'a', 'HIGHWAY', '.', 'CAP', 'not', 'SECUR']","[('RAN', 'ROOT', 'RAN'), ('OUT', 'advmod', 'RAN'), ('OF', 'prep', 'OUT'), ('FUEL', 'compound', 'EN'), ('EN', 'compound', 'ROUTE'), ('ROUTE', 'nmod', 'SIPHONING'), ('DUE', 'amod', 'SIPHONING'), ('SIPHONING', 'pobj', 'OF'), ('FROM', 'prep', 'RAN'), ('RIGHT', 'amod', 'CAP'), ('FUEL', 'compound', 'TANK'), ('TANK', 'compound', 'CAP'), ('CAP', 'pobj', 'FROM'), ('.', 'punct', 'RAN'), ('STRUCK', 'ROOT', 'STRUCK'), ('A', 'det', 'LANDING'), ('TRUCK', 'compound', 'LANDING'), ('LANDING', 'dobj', 'STRUCK'), ('ON', 'prep', 'LANDING'), ('A', 'det', 'HIGHWAY'), ('HIGHWAY', 'pobj', 'ON'), ('.', 'punct', 'STRUCK'), ('CAP', 'nsubj', 'SECUR'), ('NOT', 'neg', 'SECUR'), ('SECUR', 'ROOT', 'SECUR')]",0.0803571428571428,"[[[9, 12], [22, 22]]]"
